BuildingType,PrimaryPropertyType,Neighborhood,NumberofBuildings,NumberofFloors,PropertyGFAParking,PropertyGFABuilding,ENERGYSTARScore,SiteEnergyUse,TotalGHGEmissions,BuildingAge
SPS-District K-12,K-12 School,GREATER DUWAMISH,1.0,2.0,0,64493,81.0,2231695.0,37.56,15
NonResidential,K-12 School,SOUTHEAST,1.0,2.0,0,42252,44.0,2300803.0,107.15,103
NonResidential,Self-Storage Facility,GREATER DUWAMISH,1.0,1.0,0,23100,,1200178.0,28.82,60
NonResidential,Worship Facility,SOUTHEAST,1.0,3.0,0,22895,98.0,393493.0,11.81,34
NonResidential,Retail Store,GREATER DUWAMISH,1.0,2.0,17471,36740,100.0,1147582.0,8.0,13
SPS-District K-12,K-12 School,SOUTHEAST,1.0,1.0,0,41428,94.0,1223425.0,35.98,54
NonResidential,Self-Storage Facility,NORTHEAST,1.0,6.0,7132,41047,,695606.0,10.8,9
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,0,52325,67.0,784762.0,17.64,78
NonResidential,Other,GREATER DUWAMISH,1.0,4.0,0,20600,,281191.0,10.14,95
Campus,Other,GREATER DUWAMISH,10.0,,0,180796,,29939196.0,818.66,24
NonResidential,Retail Store,GREATER DUWAMISH,1.0,1.0,0,25880,99.0,312563.0,2.18,71
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,0,45842,98.0,816846.0,10.97,55
NonResidential,Other,GREATER DUWAMISH,1.0,1.0,0,31365,,643531.0,4.74,43
NonResidential,Other,GREATER DUWAMISH,1.0,1.0,0,32100,,560902.0,16.44,105
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,0,20520,70.0,610711.0,22.89,49
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,0,22972,12.0,474811.0,3.31,70
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,0,24990,69.0,591249.0,8.98,62
NonResidential,Retail Store,GREATER DUWAMISH,1.0,2.0,0,24000,,1098965.0,31.13,64
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,0,100386,,3921557.0,95.69,52
NonResidential,Distribution Center,GREATER DUWAMISH,1.0,1.0,0,24354,2.0,1088016.0,27.81,49
NonResidential,Distribution Center,GREATER DUWAMISH,1.0,1.0,0,33600,58.0,824483.0,14.87,56
NonResidential,Other,GREATER DUWAMISH,1.0,1.0,0,20819,2.0,1666221.0,54.93,41
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,0,23296,,1360340.0,37.36,48
NonResidential,Mixed Use Property,GREATER DUWAMISH,1.0,1.0,0,35222,,1813864.0,45.94,61
NonResidential,Refrigerated Warehouse,GREATER DUWAMISH,1.0,1.0,0,25520,100.0,1025205.0,30.69,58
SPS-District K-12,K-12 School,DELRIDGE,1.0,1.0,0,41526,72.0,2037693.0,67.71,45
NonResidential,Small- and Mid-Sized Office,NORTH,1.0,2.0,0,24291,79.0,1067618.0,7.44,41
NonResidential,Retail Store,NORTH,1.0,2.0,0,20738,44.0,497991.0,3.47,57
NonResidential,Mixed Use Property,NORTH,1.0,4.0,0,30948,,938908.0,6.55,15
NonResidential,Medical Office,NORTH,1.0,2.0,7056,21329,4.0,2204020.0,15.37,29
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,0,21755,,901563.0,15.24,37
NonResidential,Other,GREATER DUWAMISH,1.0,1.0,0,27933,,293217.0,2.04,55
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,1.0,1.0,0,23143,71.0,1076389.0,31.47,32
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,1.0,1.0,0,28800,58.0,1883864.0,49.18,53
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,0,39600,80.0,455153.0,3.17,63
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,0,39600,92.0,415975.0,6.98,63
NonResidential,Distribution Center,GREATER DUWAMISH,1.0,1.0,0,41248,36.0,1097192.0,16.44,78
NonResidential,Other,GREATER DUWAMISH,1.0,1.0,0,36400,,1558348.0,45.01,6
NonResidential,Other,SOUTHWEST,1.0,1.0,0,31332,,3643112.0,25.4,95
NonResidential,Worship Facility,SOUTHWEST,1.0,2.0,0,35864,75.0,1234149.0,43.77,67
NonResidential,Worship Facility,GREATER DUWAMISH,1.0,1.0,0,20484,70.0,818317.0,38.45,61
NonResidential,Medical Office,NORTHEAST,1.0,4.0,17622,27642,8.0,1695067.0,11.82,31
NonResidential,Medical Office,NORTHEAST,1.0,4.0,14576,22356,,2781314.0,19.39,28
NonResidential,Other,CENTRAL,1.0,4.0,0,45082,,4700552.0,119.98,42
NonResidential,Worship Facility,NORTHWEST,1.0,2.0,0,41600,60.0,1189432.0,31.92,64
NonResidential,Small- and Mid-Sized Office,LAKE UNION,1.0,2.0,0,34110,31.0,2559486.0,17.84,55
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,0,23750,,538740.0,3.76,45
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,0,43390,89.0,498745.0,3.48,45
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,0,35400,71.0,415586.0,2.9,56
NonResidential,Distribution Center,GREATER DUWAMISH,1.0,1.0,0,28144,30.0,752441.0,8.53,49
NonResidential,Warehouse,GREATER DUWAMISH,1.0,3.0,0,71283,44.0,2337146.0,35.56,99
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,0,23792,,2747654.0,19.15,26
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,1.0,2.0,0,47368,93.0,1962105.0,46.25,36
NonResidential,Mixed Use Property,GREATER DUWAMISH,1.0,1.0,0,46183,,1989017.0,31.99,84
NonResidential,Small- and Mid-Sized Office,CENTRAL,1.0,5.0,22788,49825,85.0,2517075.0,36.48,31
NonResidential,Retail Store,SOUTHEAST,1.0,1.0,0,36071,69.0,3773723.0,147.16,47
SPS-District K-12,K-12 School,SOUTHEAST,1.0,3.0,0,51672,95.0,1618570.0,30.1,26
Nonresidential COS,Medical Office,SOUTHEAST,1.0,2.0,11082,27270,40.0,2083584.0,14.53,25
Nonresidential COS,Mixed Use Property,SOUTHEAST,1.0,1.0,0,28425,,2845872.0,94.92,20
NonResidential,Other,NORTH,1.0,3.0,0,35115,,1911427.0,22.53,6
NonResidential,Mixed Use Property,NORTHWEST,1.0,1.0,0,66704,,599390.0,21.2,43
NonResidential,Small- and Mid-Sized Office,EAST,1.0,2.0,0,36000,94.0,1066901.0,19.11,108
NonResidential,Mixed Use Property,EAST,1.0,1.0,0,36000,61.0,1119679.0,24.64,102
NonResidential,Warehouse,EAST,1.0,2.0,0,43200,25.0,2175165.0,45.21,100
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,1.0,4.0,12870,40970,70.0,2827818.0,43.84,102
NonResidential,Retail Store,GREATER DUWAMISH,1.0,1.0,0,43794,86.0,1115020.0,17.4,40
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,0,48280,27.0,2093011.0,51.17,47
NonResidential,Distribution Center,GREATER DUWAMISH,1.0,1.0,0,36040,,360045.0,8.35,61
NonResidential,Supermarket/Grocery Store,NORTHEAST,1.0,1.0,0,32822,43.0,9143764.0,236.34,50
SPS-District K-12,K-12 School,NORTHEAST,1.0,1.0,0,64314,87.0,2802428.0,101.64,67
NonResidential,Worship Facility,NORTHEAST,1.0,2.0,0,20385,65.0,816118.0,34.28,65
NonResidential,Worship Facility,NORTHEAST,1.0,1.0,0,24295,51.0,219483.0,1.53,69
NonResidential,Small- and Mid-Sized Office,NORTHEAST,1.0,2.0,0,20317,80.0,656345.0,4.58,48
NonResidential,Supermarket/Grocery Store,NORTHEAST,1.0,1.0,0,24377,7.0,9620496.0,243.13,42
NonResidential,Other,NORTHWEST,1.0,1.0,0,33392,,2844380.0,19.83,29
NonResidential,Supermarket/Grocery Store,NORTHWEST,1.0,1.0,0,45155,6.0,6781960.0,157.13,29
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,0,32000,56.0,1072500.0,41.74,49
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,0,44000,13.0,4481010.0,190.17,45
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,0,36000,39.0,2687078.0,111.12,42
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,0,31360,,1279570.0,40.06,36
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,0,33320,,2254220.0,65.65,36
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,0,48020,73.0,2240549.0,55.2,36
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,0,27420,52.0,1126690.0,35.58,36
NonResidential,K-12 School,CENTRAL,1.0,2.0,0,24152,100.0,56493.0,0.35,86
NonResidential,K-12 School,NORTHEAST,1.0,2.0,0,43645,63.0,2126066.0,85.3,66
NonResidential,Retail Store,NORTHEAST,1.0,1.0,0,26853,63.0,1452804.0,19.3,63
NonResidential,Other,GREATER DUWAMISH,1.0,1.0,0,27760,,2360656.0,82.02,99
NonResidential,Other,GREATER DUWAMISH,1.0,1.0,0,20975,,268269.0,3.14,78
NonResidential,Other,GREATER DUWAMISH,1.0,1.0,0,26075,,1535784.0,18.91,97
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,0,29394,57.0,1529309.0,26.45,23
NonResidential,Warehouse,GREATER DUWAMISH,1.0,2.0,0,20400,62.0,456747.0,12.26,89
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,1.0,1.0,0,20460,1.0,3087318.0,21.52,89
NonResidential,Self-Storage Facility,GREATER DUWAMISH,1.0,2.0,0,25821,,207572.0,1.66,90
NonResidential,Refrigerated Warehouse,GREATER DUWAMISH,1.0,2.0,0,21870,53.0,1084233.0,7.56,60
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,0,51664,,3494383.0,61.36,27
NonResidential,Medical Office,DELRIDGE,1.0,1.0,0,43615,89.0,3118304.0,104.45,45
NonResidential,Small- and Mid-Sized Office,DELRIDGE,1.0,3.0,0,36879,35.0,1012034.0,7.06,45
Nonresidential COS,Other,DELRIDGE,1.0,2.0,0,28531,,3468606.0,90.13,13
NonResidential,Warehouse,DELRIDGE,1.0,2.0,0,36600,83.0,288191.0,2.01,33
NonResidential,Mixed Use Property,SOUTHWEST,1.0,5.0,0,35176,,956598.0,6.67,11
SPS-District K-12,K-12 School,NORTH,1.0,1.0,0,36701,93.0,1307883.0,39.1,56
NonResidential,College/University,LAKE UNION,1.0,2.0,15243,26050,,2817261.0,58.29,75
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,0,48890,45.0,2101795.0,60.11,74
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,1.0,3.0,0,43473,3.0,4328527.0,30.18,15
NonResidential,Retail Store,DELRIDGE,1.0,1.0,0,40265,17.0,3766813.0,33.78,25
NonResidential,Retail Store,DELRIDGE,1.0,1.0,0,26208,80.0,1456039.0,28.39,10
Nonresidential COS,Other,DELRIDGE,1.0,2.0,0,27227,,7801590.0,283.47,40
NonResidential,Mixed Use Property,BALLARD,1.0,1.0,0,42172,,3590408.0,168.36,89
NonResidential,Retail Store,NORTHWEST,1.0,1.0,0,51000,94.0,1348717.0,14.39,62
NonResidential,Mixed Use Property,GREATER DUWAMISH,1.0,1.0,0,27000,,257953.0,1.8,99
NonResidential,Other,GREATER DUWAMISH,1.0,2.0,0,20747,,1067793.0,17.62,80
NonResidential,Warehouse,GREATER DUWAMISH,1.0,2.0,0,40800,,744615.0,23.59,87
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,1.0,2.0,0,20150,81.0,571644.0,3.99,95
NonResidential,Other,GREATER DUWAMISH,1.0,4.0,0,44775,,906103.0,25.39,106
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,5.0,0,32250,91.0,788027.0,11.41,105
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,7.0,0,36000,47.0,1523508.0,10.62,106
NonResidential,Warehouse,GREATER DUWAMISH,1.0,2.0,0,41276,,2062419.0,71.94,77
NonResidential,Refrigerated Warehouse,GREATER DUWAMISH,1.0,2.0,0,24430,,1297872.0,25.1,78
NonResidential,Other,GREATER DUWAMISH,1.0,3.0,0,27690,,17150.0,0.12,105
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,1.0,1.0,0,22580,90.0,948975.0,10.82,88
NonResidential,Warehouse,CENTRAL,1.0,1.0,0,20000,30.0,554528.0,24.18,89
NonResidential,Warehouse,CENTRAL,1.0,1.0,0,42000,,2034884.0,79.98,61
NonResidential,Self-Storage Facility,CENTRAL,1.0,1.0,0,24248,,108795.0,0.78,53
NonResidential,Senior Care Community,NORTH,1.0,6.0,64725,179775,99.0,11788719.0,312.59,6
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,0,24617,98.0,94186.0,0.66,83
NonResidential,Other,GREATER DUWAMISH,1.0,3.0,84710,42355,,3293119.0,22.96,6
NonResidential,Retail Store,GREATER DUWAMISH,1.0,1.0,0,37247,74.0,1645030.0,54.14,51
NonResidential,Retail Store,BALLARD,1.0,1.0,0,25384,16.0,2483099.0,47.42,22
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,1.0,3.0,0,49052,90.0,1863468.0,12.99,105
NonResidential,Warehouse,GREATER DUWAMISH,1.0,2.0,0,52110,48.0,402136.0,15.27,115
NonResidential,Warehouse,GREATER DUWAMISH,1.0,2.0,0,20970,67.0,304982.0,7.28,105
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,1.0,2.0,0,39036,,1437569.0,35.54,78
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,1.0,1.0,0,26310,93.0,764906.0,11.48,92
NonResidential,Retail Store,SOUTHEAST,1.0,1.0,0,37883,93.0,10591549.0,316.9,49
NonResidential,K-12 School,DELRIDGE,1.0,3.0,0,29874,95.0,1216543.0,50.93,53
NonResidential,Worship Facility,MAGNOLIA / QUEEN ANNE,1.0,1.0,0,20140,34.0,1011399.0,47.91,50
NonResidential,Self-Storage Facility,NORTHWEST,1.0,2.0,31389,40485,,1094622.0,37.58,25
NonResidential,Small- and Mid-Sized Office,CENTRAL,1.0,2.0,0,39953,92.0,1552645.0,27.9,44
NonResidential,Retail Store,CENTRAL,1.0,2.0,0,21200,13.0,1728794.0,12.05,17
NonResidential,Supermarket/Grocery Store,CENTRAL,1.0,1.0,0,30630,27.0,6507500.0,65.14,35
NonResidential,Retail Store,CENTRAL,1.0,2.0,0,23421,22.0,1966028.0,13.71,35
NonResidential,Mixed Use Property,MAGNOLIA / QUEEN ANNE,1.0,2.0,0,23000,,595839.0,16.59,87
SPS-District K-12,K-12 School,BALLARD,1.0,3.0,0,117116,84.0,4677797.0,202.65,84
NonResidential,Worship Facility,BALLARD,1.0,2.0,0,24120,80.0,750854.0,27.45,87
NonResidential,Worship Facility,BALLARD,1.0,3.0,0,35736,90.0,1068881.0,46.36,86
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,0,51050,5.0,1224554.0,19.57,74
NonResidential,Retail Store,GREATER DUWAMISH,1.0,2.0,0,21900,39.0,1111487.0,28.35,61
NonResidential,Other,GREATER DUWAMISH,1.0,1.0,0,25460,,915676.0,6.38,63
NonResidential,Distribution Center,GREATER DUWAMISH,1.0,1.0,0,65164,98.0,276107.0,6.19,63
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,0,33462,1.0,2147013.0,14.97,51
NonResidential,Mixed Use Property,GREATER DUWAMISH,1.0,1.0,0,35310,,1746787.0,50.93,63
NonResidential,Other,GREATER DUWAMISH,1.0,3.0,0,36140,,4270584.0,29.77,53
NonResidential,Other,DOWNTOWN,1.0,2.0,21384,26579,,8228399.0,303.14,24
NonResidential,Warehouse,DOWNTOWN,1.0,1.0,0,23903,89.0,403800.0,15.2,85
NonResidential,Self-Storage Facility,NORTHEAST,1.0,3.0,0,22522,,729535.0,32.76,68
NonResidential,Self-Storage Facility,NORTHEAST,1.0,4.0,0,38959,,1130097.0,33.04,19
NonResidential,Warehouse,GREATER DUWAMISH,1.0,2.0,0,25955,,1762174.0,12.28,87
NonResidential,Other,GREATER DUWAMISH,1.0,2.0,0,33332,,662012.0,22.78,49
Campus,K-12 School,EAST,1.0,4.0,0,46100,66.0,2454812.0,95.26,92
NonResidential,Worship Facility,NORTHWEST,1.0,2.0,0,21936,97.0,597744.0,28.47,64
NonResidential,Other,NORTH,1.0,1.0,0,25406,,2277316.0,38.68,55
NonResidential,Small- and Mid-Sized Office,SOUTHEAST,1.0,2.0,0,23250,51.0,962725.0,6.71,48
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,0,30000,22.0,3039889.0,132.32,55
Nonresidential COS,Warehouse,GREATER DUWAMISH,1.0,1.0,0,45036,,1976856.0,59.16,53
SPS-District K-12,K-12 School,SOUTHWEST,1.0,1.0,0,51410,82.0,1866800.0,54.22,53
NonResidential,Mixed Use Property,DOWNTOWN,1.0,39.0,112124,962428,62.0,27273538.0,473.63,6
NonResidential,College/University,MAGNOLIA / QUEEN ANNE,1.0,2.0,0,122679,,10813735.0,311.53,56
Campus,College/University,MAGNOLIA / QUEEN ANNE,1.0,2.0,0,537000,,61984596.0,2205.24,70
NonResidential,Small- and Mid-Sized Office,NORTH,1.0,4.0,0,23022,81.0,987989.0,14.36,35
NonResidential,Refrigerated Warehouse,GREATER DUWAMISH,1.0,1.0,0,27263,,2453766.0,17.11,48
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,0,31569,13.0,2708863.0,109.11,53
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,0,22509,73.0,132105.0,0.92,59
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,0,39984,64.0,1406987.0,52.38,59
SPS-District K-12,K-12 School,EAST,1.0,2.0,0,73769,94.0,2313679.0,85.59,90
NonResidential,Worship Facility,EAST,1.0,1.0,0,26440,90.0,695828.0,25.79,109
NonResidential,Self-Storage Facility,GREATER DUWAMISH,1.0,2.0,0,28800,,1150582.0,29.68,59
NonResidential,K-12 School,CENTRAL,1.0,2.0,0,28500,90.0,1136111.0,27.69,6
NonResidential,Mixed Use Property,LAKE UNION,1.0,2.0,15402,19237,,13871876.0,473.57,27
NonResidential,Other,MAGNOLIA / QUEEN ANNE,1.0,1.0,0,23050,,4291789.0,137.23,93
NonResidential,Other,MAGNOLIA / QUEEN ANNE,1.0,2.0,0,26300,,3176347.0,101.5,94
NonResidential,Restaurant,LAKE UNION,1.0,2.0,0,34072,,6454077.0,225.35,53
NonResidential,Small- and Mid-Sized Office,LAKE UNION,1.0,3.0,0,23355,80.0,815612.0,5.69,66
NonResidential,Small- and Mid-Sized Office,LAKE UNION,1.0,4.0,0,30840,35.0,3420710.0,100.87,50
NonResidential,Other,NORTHEAST,1.0,1.0,0,20332,,619382.0,23.17,69
NonResidential,Worship Facility,CENTRAL,1.0,1.0,0,21850,100.0,316217.0,12.75,115
NonResidential,Mixed Use Property,NORTHEAST,1.0,4.0,6985,25297,,1446455.0,35.58,18
NonResidential,Large Office,DOWNTOWN,1.0,13.0,83064,224493,,9986032.0,69.62,32
NonResidential,Self-Storage Facility,MAGNOLIA / QUEEN ANNE,1.0,2.0,0,28309,,429158.0,12.69,97
NonResidential,Hotel,DOWNTOWN,1.0,4.0,0,45500,80.0,2527198.0,103.77,101
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,5.0,0,38376,,1982967.0,13.82,115
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,4.0,0,42804,,1617558.0,49.04,115
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,4.0,0,33300,,1251358.0,16.89,115
NonResidential,Hotel,DOWNTOWN,1.0,3.0,0,25450,98.0,497556.0,3.47,115
NonResidential,Other,DOWNTOWN,1.0,3.0,0,22200,,142873.0,5.79,115
NonResidential,Warehouse,LAKE UNION,1.0,2.0,0,29498,,3456208.0,46.71,47
NonResidential,Warehouse,LAKE UNION,1.0,1.0,0,23050,22.0,492187.0,3.43,77
NonResidential,Small- and Mid-Sized Office,LAKE UNION,1.0,4.0,0,48350,46.0,3155503.0,22.0,7
NonResidential,Retail Store,NORTHEAST,1.0,1.0,0,46059,77.0,1692851.0,19.64,85
NonResidential,Medical Office,NORTHEAST,1.0,2.0,0,23595,76.0,788976.0,6.29,45
NonResidential,Retail Store,DOWNTOWN,1.0,2.0,0,21600,,184077.0,1.28,115
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,3.0,0,28142,93.0,972608.0,36.66,115
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,3.0,0,28760,,2683383.0,124.54,115
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,4.0,0,39030,99.0,756267.0,12.36,113
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,4.0,0,27838,71.0,1344512.0,9.37,113
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,3.0,0,47215,73.0,3039626.0,67.22,106
Nonresidential COS,Other,EAST,1.0,2.0,27000,34580,,4376927.0,74.52,89
NonResidential,Small- and Mid-Sized Office,EAST,1.0,3.0,0,30720,,1227772.0,26.71,98
NonResidential,Mixed Use Property,EAST,1.0,2.0,0,20640,,345399.0,2.41,99
NonResidential,Mixed Use Property,EAST,1.0,2.0,0,34914,,1417852.0,9.88,103
NonResidential,Small- and Mid-Sized Office,EAST,1.0,3.0,0,20897,,896403.0,15.62,109
NonResidential,Retail Store,EAST,1.0,2.0,0,36940,98.0,651493.0,4.54,99
NonResidential,Small- and Mid-Sized Office,EAST,1.0,3.0,0,22866,,1123416.0,19.95,102
NonResidential,Retail Store,EAST,1.0,1.0,0,30240,78.0,1244824.0,17.14,95
NonResidential,Other,NORTHEAST,1.0,2.0,0,28586,,5100196.0,35.56,53
NonResidential,Hotel,DOWNTOWN,1.0,3.0,0,28800,,5047936.0,208.24,107
NonResidential,Restaurant,DOWNTOWN,1.0,3.0,0,28800,,961618.0,32.36,102
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,3.0,0,35202,3.0,3295030.0,22.97,36
NonResidential,Senior Care Community,EAST,1.0,6.0,26082,69035,1.0,7374529.0,192.2,46
NonResidential,Worship Facility,EAST,1.0,2.0,0,24600,69.0,349139.0,6.91,105
NonResidential,Worship Facility,EAST,1.0,1.0,0,48850,,984657.0,58.05,115
NonResidential,Hospital,SOUTHWEST,1.0,3.0,8230,46633,100.0,2057288.0,14.34,54
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,0,25000,,1900577.0,61.73,51
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,0,25000,,242805.0,5.9,55
NonResidential,Other,GREATER DUWAMISH,1.0,1.0,0,22622,,669943.0,21.6,88
NonResidential,Small- and Mid-Sized Office,EAST,1.0,3.0,0,27544,86.0,1038667.0,14.97,98
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,7.0,0,47415,,1645327.0,11.47,26
NonResidential,Other,MAGNOLIA / QUEEN ANNE,1.0,3.0,0,22960,,2041912.0,81.02,54
NonResidential,Supermarket/Grocery Store,EAST,1.0,1.0,0,44739,18.0,14544535.0,388.09,17
NonResidential,Mixed Use Property,NORTHEAST,1.0,1.0,0,22778,,2345314.0,113.57,67
NonResidential,Worship Facility,BALLARD,1.0,2.0,0,21562,29.0,827042.0,34.86,59
NonResidential,Other,CENTRAL,1.0,1.0,0,25753,,1387442.0,63.07,56
NonResidential,Other,EAST,1.0,3.0,0,71280,,24473814.0,935.7,87
SPS-District K-12,K-12 School,EAST,1.0,3.0,0,38297,82.0,2057679.0,82.92,90
NonResidential,Senior Care Community,EAST,1.0,16.0,72317,80995,30.0,18029644.0,653.5,52
NonResidential,Mixed Use Property,DOWNTOWN,1.0,19.0,201857,1004813,84.0,29747868.0,432.18,6
NonResidential,Worship Facility,SOUTHEAST,1.0,1.0,0,24200,14.0,1191803.0,38.67,47
NonResidential,Self-Storage Facility,DELRIDGE,1.0,3.0,0,66610,,614768.0,16.22,21
NonResidential,K-12 School,NORTHWEST,1.0,2.0,0,23222,57.0,1223296.0,53.71,77
NonResidential,Mixed Use Property,EAST,1.0,2.0,0,24476,,2623229.0,89.52,91
NonResidential,Retail Store,EAST,1.0,2.0,0,24750,,811870.0,29.26,105
NonResidential,K-12 School,EAST,1.0,3.0,0,48783,49.0,3874632.0,136.34,111
NonResidential,Other,EAST,1.0,2.0,0,46560,,876304.0,28.59,61
NonResidential,Other,MAGNOLIA / QUEEN ANNE,1.0,3.0,0,30408,60.0,1464856.0,10.21,35
NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1.0,3.0,0,30109,88.0,1441631.0,34.1,95
SPS-District K-12,K-12 School,SOUTHWEST,1.0,2.0,0,39929,83.0,1800331.0,48.31,51
NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1.0,2.0,0,25481,95.0,741269.0,30.29,55
NonResidential,Senior Care Community,SOUTHEAST,1.0,1.0,4553,136744,69.0,18946990.0,698.11,48
NonResidential,Small- and Mid-Sized Office,LAKE UNION,1.0,2.0,0,27788,80.0,2004777.0,36.06,103
NonResidential,Hotel,NORTHWEST,1.0,4.0,8584,33120,84.0,1929698.0,56.55,25
NonResidential,Other,GREATER DUWAMISH,1.0,1.0,0,36000,,3445613.0,65.71,65
NonResidential,Warehouse,GREATER DUWAMISH,1.0,2.0,0,22324,52.0,529072.0,19.16,74
NonResidential,Other,GREATER DUWAMISH,1.0,2.0,0,31360,,1496712.0,37.19,69
NonResidential,Mixed Use Property,GREATER DUWAMISH,1.0,1.0,0,30496,,1959703.0,44.55,68
NonResidential,Small- and Mid-Sized Office,EAST,1.0,3.0,0,27600,83.0,961749.0,12.11,93
NonResidential,Senior Care Community,NORTHWEST,1.0,2.0,0,55974,56.0,5948007.0,191.76,54
SPS-District K-12,K-12 School,GREATER DUWAMISH,1.0,2.0,0,52901,82.0,1986384.0,50.98,44
NonResidential,Senior Care Community,NORTH,1.0,1.0,0,22583,94.0,1929011.0,65.39,61
NonResidential,Small- and Mid-Sized Office,LAKE UNION,1.0,3.0,7358,24328,46.0,2051501.0,14.3,18
NonResidential,Small- and Mid-Sized Office,LAKE UNION,1.0,3.0,6034,20660,95.0,654664.0,4.56,34
NonResidential,Warehouse,NORTHWEST,1.0,1.0,0,29400,68.0,230365.0,1.61,43
NonResidential,Hotel,GREATER DUWAMISH,1.0,3.0,0,22452,78.0,1354219.0,44.71,23
NonResidential,Other,NORTHEAST,1.0,2.0,0,25767,19.0,1644233.0,11.46,103
NonResidential,Retail Store,NORTHEAST,1.0,4.0,0,33910,72.0,1853271.0,36.05,62
NonResidential,Worship Facility,NORTHEAST,1.0,2.0,0,78401,,2149322.0,68.34,88
NonResidential,Warehouse,LAKE UNION,1.0,2.0,0,78716,24.0,4673827.0,45.96,36
NonResidential,K-12 School,LAKE UNION,1.0,2.0,0,33300,94.0,1530744.0,67.62,105
NonResidential,Supermarket/Grocery Store,LAKE UNION,1.0,1.0,0,28808,28.0,9617898.0,248.29,58
NonResidential,Small- and Mid-Sized Office,NORTHEAST,1.0,1.0,7004,20962,58.0,1101536.0,7.68,58
NonResidential,Supermarket/Grocery Store,NORTHEAST,1.0,1.0,0,26226,39.0,7492939.0,148.25,65
NonResidential,Retail Store,NORTHEAST,1.0,2.0,0,20760,,950078.0,6.62,87
NonResidential,Mixed Use Property,NORTHEAST,1.0,2.0,15755,19193,22.0,1100575.0,7.67,39
NonResidential,Small- and Mid-Sized Office,LAKE UNION,1.0,3.0,9999,27640,,5689125.0,39.67,17
